Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,source,TotalSF,TotalBath,HasPool,IsRemodeled,HouseAge,RemodAge
426,60,RM,4.110873864173311,8.12533508671429,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.480044561926653,6.480044561926653,GasA,Gd,Y,SBrkr,6.56244409369372,6.52649485957079,0.0,7.237059026124737,0.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,2,Gd,Detchd,7.5745584842024805,Unf,1.0,240.0,TA,TA,P,0.0,0.0,4.844187086458591,0.0,0.0,0.0,None,None,None,0.0,9,2009,WD,Normal,train,19.568983515191164,1.5,0,1,63,17
427,80,RL,4.219507705176107,9.45727857185611,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.983606621708336,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.325807502595773,Unf,0.0,0.0,7.325807502595773,GasA,Gd,Y,SBrkr,7.405495663199472,0.0,0.0,7.405495663199472,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,1,TA,Attchd,7.595889917718538,Fin,2.0,569.0,TA,TA,Y,4.394449154672439,0.0,0.0,0.0,5.983936280687191,0.0,None,None,None,0.0,8,2009,WD,Normal,train,14.731303165795246,3.3465735902799727,0,0,20,20
428,20,RL,4.356708826689592,9.058819564334941,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.666426688112432,Unf,0.0,6.429719478039138,6.811244378601294,GasA,Ex,Y,SBrkr,6.811244378601294,0.0,0.0,6.811244378601294,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Detchd,7.583247524303362,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,13.622488757202587,1.0,0,0,51,51
429,20,RL,4.174387269895637,8.81922185757494,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.6913478822291435,Gd,TA,PConc,Gd,TA,No,GLQ,6.499787040655854,Unf,0.0,6.300785794663244,7.097548850614793,GasA,Ex,Y,SBrkr,7.097548850614793,0.0,0.0,7.097548850614793,1.0,0.0,2,0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,0,None,Attchd,7.60489448081162,RFn,2.0,628.0,TA,TA,Y,4.663439094112067,4.007333185232471,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2007,New,Partial,train,14.195097701229585,3.0,0,0,0,0
430,20,RL,4.875197323201151,9.346443454968522,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,6.913737350659685,Unf,0.0,5.961005339623274,7.239214973779806,GasA,TA,Y,SBrkr,7.253470382684528,0.0,0.0,7.253470382684528,1.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,1,TA,Attchd,7.5953872788539725,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,5.135798437050262,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Normal,train,14.492685356464333,3.0,0,0,21,21
431,160,RM,3.091042453358316,7.427144133408616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.4510384535657,TA,TA,CBlock,TA,TA,No,ALQ,5.961005339623274,Unf,0.0,4.574710978503383,6.182084906716632,GasA,TA,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0.0,0.0,1,1,2,0.6931471805599453,TA,1.6094379124341003,Typ,0,None,Detchd,7.586803535162581,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,COD,Abnorml,train,18.588728242708626,1.5,0,0,37,37
432,50,RM,4.110873864173311,8.628197749459149,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.804614520062624,6.804614520062624,GasA,Gd,Y,SBrkr,6.9930151229329605,4.709530201312334,0.0,7.089243155027514,0.0,0.0,1,0,4,0.6931471805599453,TA,2.0794415416798357,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,4.59511985013459,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,9,2008,ConLD,Abnorml,train,18.507159844307917,1.0,0,1,88,10
433,160,RM,3.2188758248682006,7.560601162768557,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.932245187448011,TA,TA,CBlock,TA,TA,No,ALQ,6.156978985585555,Unf,0.0,5.68697535633982,6.641182169740591,GasA,Ex,Y,SBrkr,6.641182169740591,6.398594934535208,0.0,7.2196420401307355,1.0,0.0,1,1,2,0.6931471805599453,TA,1.9459101490553132,Min1,0,None,Detchd,7.586803535162581,Unf,2.0,440.0,TA,TA,Y,5.484796933490655,3.6109179126442243,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Normal,train,19.680959274016388,2.5,0,0,36,36
434,60,RL,4.61512051684126,9.290998274993637,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.831953565565855,6.831953565565855,GasA,Ex,Y,SBrkr,6.831953565565855,6.520621127558696,0.0,7.380879035564116,0.0,0.0,2,1,3,0.6931471805599453,TA,2.0794415416798357,Typ,1,TA,Attchd,7.599901959208498,Fin,2.0,470.0,TA,TA,Y,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,20.184528258690406,2.5,0,1,11,10
435,180,RM,3.091042453358316,7.544861068658458,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,6.206575926724928,Unf,0.0,4.912654885736052,6.447305862541213,GasA,Gd,Y,SBrkr,6.447305862541213,0.0,0.0,6.447305862541213,1.0,0.0,1,0,1,0.6931471805599453,TA,1.3862943611198906,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,4.48863636973214,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Normal,train,12.894611725082425,2.0,0,0,36,36
436,60,RL,3.784189633918261,9.275003885301905,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.955837369464831,ALQ,5.84354441703136,4.2626798770413155,6.684611727667927,GasA,Ex,Y,SBrkr,6.71901315438526,6.727431724850855,0.0,7.415776975415394,1.0,0.0,2,1,3,0.6931471805599453,Gd,1.9459101490553132,Typ,1,TA,Attchd,7.599401333415815,RFn,2.0,550.0,TA,TA,Y,5.0689042022202315,4.127134385045092,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2009,ConLw,Normal,train,20.131056606904043,3.5,0,0,13,13
437,50,RM,3.713572066704308,8.38958706681109,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,6.47543271670409,6.47543271670409,GasA,TA,Y,FuseA,6.5998704992128365,5.953243334287785,0.0,7.020190708311925,0.0,0.0,1,0,2,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.596392304064196,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2006,WD,Normal,train,19.028546550204712,1.0,0,1,86,56
438,45,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,6.785587645007929,GasA,Gd,Y,SBrkr,6.807934943699926,0.0,0.0,6.807934943699926,0.0,0.0,1,0,2,0.6931471805599453,TA,1.6094379124341003,Typ,0,None,Detchd,7.563719668414366,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,4.663439094112067,0.0,0.0,0.0,None,None,None,0.0,1,2009,WD,Normal,train,13.593522588707856,1.0,0,1,83,5
439,30,RL,3.713572066704308,8.361941906144946,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,5.902633333401366,Unf,0.0,4.330733340286331,6.089044875446846,GasA,TA,N,SBrkr,6.543911845564792,0.0,0.0,6.543911845564792,0.0,0.0,1,0,2,0.6931471805599453,Gd,1.6094379124341003,Typ,1,Gd,Detchd,7.596392304064196,Unf,1.0,352.0,Gd,TA,P,0.0,0.0,3.5553480614894135,0.0,0.0,0.0,None,MnPrv,None,0.0,3,2007,WD,Normal,train,12.632956721011638,1.0,0,1,94,5
440,50,RL,4.219507705176107,9.42181611842271,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,6.529418838262226,6.529418838262226,GasA,Gd,Y,SBrkr,6.529418838262226,6.240275845170769,0.0,7.087573705557973,0.0,0.0,1,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0,None,Detchd,7.603897968521881,Unf,2.0,528.0,TA,TA,Y,0.0,3.8501476017100584,0.0,0.0,0.0,0.0,None,GdPrv,Shed,6.68586094706836,8,2009,ConLI,Normal,train,19.29911352169522,1.0,0,1,89,9
441,20,RL,4.663439094112067,9.644198554585564,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.477604243197589,ALQ,6.29156913955832,6.670766320845874,8.037543185118697,GasA,Ex,Y,SBrkr,7.784473235736469,0.0,0.0,7.784473235736469,1.0,0.0,2,0,2,0.6931471805599453,Ex,2.3978952727983707,Typ,2,Gd,Attchd,7.605392364814935,Fin,3.0,672.0,TA,TA,Y,0.0,4.290459441148391,0.0,0.0,5.14166355650266,0.0,None,None,None,0.0,4,2009,WD,Normal,train,15.822016420855165,3.0,0,0,1,1
442,90,RL,4.532599493153256,9.401704256754366,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.602118820879701,TA,TA,CBlock,TA,TA,No,ALQ,4.897839799950911,Unf,0.0,7.176254532017144,7.273092595999522,GasA,TA,N,FuseF,7.273092595999522,0.0,0.0,7.273092595999522,0.0,0.0,2,0,4,1.0986122886681098,Fa,2.1972245773362196,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2008,WD,Normal,train,14.546185191999044,2.0,0,0,53,53
443,50,RM,3.970291913552122,8.738895704934043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.983789965258135,6.983789965258135,GasA,TA,Y,SBrkr,7.029087564149662,6.100318952020064,0.0,7.3613754289773485,0.0,0.0,2,0,3,0.6931471805599453,TA,2.1972245773362196,Typ,1,Gd,Detchd,7.565793282428515,Unf,2.0,360.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Normal,train,20.11319648142786,2.0,0,1,78,16
444,120,RL,3.9889840465642745,8.274611946209552,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,4.290459441148391,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.138073034044347,7.138073034044347,GasA,Ex,Y,SBrkr,7.138073034044347,0.0,0.0,7.138073034044347,0.0,0.0,2,0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,1,Gd,Attchd,7.60489448081162,Fin,3.0,648.0,TA,TA,Y,4.976733742420574,2.833213344056216,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,New,Partial,train,14.276146068088694,2.0,0,1,1,0
445,60,RL,4.2626798770413155,9.076923258535832,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,6.466144724237619,Unf,0.0,5.6131281063880705,6.82001636467413,GasA,Ex,Y,SBrkr,6.839476438228843,6.883462586413092,0.0,7.554334823725748,1.0,0.0,2,1,4,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Attchd,7.598399329323964,Unf,2.0,493.0,TA,TA,Y,4.976733742420574,4.897839799950911,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,20.542955389316063,3.5,0,1,14,13
446,20,RL,4.30406509320417,9.1958356857733,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.270312886079025,7.270312886079025,GasA,Fa,Y,SBrkr,7.432483807917119,0.0,0.0,7.432483807917119,0.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,1,Gd,Attchd,7.579167967396076,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,11,2009,COD,Normal,train,14.702796693996145,1.0,0,0,53,53
447,20,RL,4.927253685157205,9.710691327448153,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,5.5134287461649825,Rec,6.570882962339584,6.324358962381311,7.325148957955575,GasA,Ex,Y,SBrkr,7.543802867501509,0.0,0.0,7.543802867501509,0.0,0.0,2,1,2,0.6931471805599453,Gd,1.9459101490553132,Mod,1,Gd,Attchd,7.584264818389059,Fin,2.0,578.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2010,WD,Normal,train,14.868951825457085,2.5,0,1,44,8
448,60,RL,4.174387269895637,9.32500744695431,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.836259277277067,6.836259277277067,GasA,Gd,Y,SBrkr,6.863803391452954,6.836259277277067,0.0,7.54274354536855,0.0,0.0,2,1,4,0.6931471805599453,Gd,2.3978952727983707,Typ,1,TA,Attchd,7.6004023345004,Fin,2.0,431.0,TA,TA,Y,4.499809670330265,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,train,20.53632194600709,2.5,0,1,8,7
449,50,RM,3.9318256327243257,9.059633754551479,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.660575149839686,6.660575149839686,GasA,TA,Y,SBrkr,6.660575149839686,6.391917113392602,0.0,7.227662498728654,0.0,0.0,2,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,1,Gd,Detchd,7.569411792450712,Unf,1.0,198.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,19.713067413071975,2.0,0,1,69,56
450,50,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.805134968916488,Unf,0.0,5.765191102784844,6.476972362889683,GasA,Ex,Y,SBrkr,6.522092798170152,6.22455842927536,0.0,7.076653815443951,0.0,0.0,1,1,2,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.591861714889934,Unf,1.0,308.0,TA,TA,Y,0.0,5.176149732573829,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,train,19.223623590335194,1.5,0,1,59,5
451,30,RM,4.2626798770413155,8.645586406184636,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.70196036600254,6.70196036600254,GasA,Ex,Y,FuseA,6.70196036600254,0.0,0.0,6.70196036600254,0.0,0.0,1,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0,None,Detchd,7.566828479208331,Unf,1.0,270.0,Fa,Fa,N,0.0,4.736198448394496,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,13.40392073200508,1.0,0,1,76,1
452,20,RL,4.143134726391533,11.167077412430533,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,6.486160788944089,Unf,0.0,6.778784897685177,7.335633981927201,GasA,TA,Y,SBrkr,7.335633981927201,0.0,0.0,7.335633981927201,1.0,0.0,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,2,TA,Attchd,7.588829878307813,Unf,2.0,576.0,TA,TA,Y,5.303304908059076,4.007333185232471,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Normal,train,14.671267963854403,3.0,0,0,31,31
453,60,RL,4.418840607796598,9.1381996941985,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,3.7612001156935624,Gd,TA,PConc,Ex,TA,No,ALQ,6.610696044717759,Unf,0.0,4.875197323201151,6.771935555839602,GasA,Ex,Y,SBrkr,6.790097235513905,6.767343125265392,0.0,7.471363088187097,1.0,0.0,2,1,3,0.6931471805599453,TA,2.0794415416798357,Typ,0,None,Attchd,7.599401333415815,Fin,2.0,422.0,TA,TA,Y,4.976733742420574,4.812184355372417,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,train,20.329375916618897,3.5,0,1,11,10
454,60,FV,4.330733340286331,9.105090961257085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.645090969505644,6.645090969505644,GasA,Ex,Y,SBrkr,6.668228248417403,6.690842277418564,0.0,7.372118028337787,0.0,0.0,2,1,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0,None,Attchd,7.605392364814935,RFn,2.0,676.0,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,train,20.004161495341613,2.5,0,0,1,1
455,90,RL,4.1588830833596715,9.13755460225053,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,7.382124365737512,Unf,0.0,4.812184355372417,7.455298485683291,GasA,TA,Y,SBrkr,7.455298485683291,0.0,0.0,7.455298485683291,2.0,0.0,2,0,4,1.0986122886681098,TA,2.1972245773362196,Typ,0,None,Detchd,7.589335823170617,Unf,2.0,560.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Family,train,14.910596971366582,4.0,0,0,30,30
456,20,RL,4.394449154672439,9.169622538697624,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.771441123130016,TA,TA,CBlock,TA,TA,No,ALQ,6.821107472256465,Unf,0.0,5.7899601708972535,7.1252830915107115,GasA,Fa,Y,SBrkr,7.1252830915107115,0.0,0.0,7.1252830915107115,0.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,1,TA,Attchd,7.587817219993427,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2007,WD,Normal,train,14.250566183021423,1.5,0,0,34,34
457,70,RM,3.5553480614894135,8.427706024914702,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.437751649736401,6.437751649736401,GasA,Fa,N,SBrkr,6.437751649736401,6.580639137284949,0.0,7.20414929203594,0.0,0.0,1,0,4,0.6931471805599453,TA,2.0794415416798357,Typ,0,None,Detchd,7.558516743045645,Unf,3.0,513.0,Fa,Fa,Y,0.0,0.0,4.574710978503383,0.0,0.0,0.0,None,None,None,0.0,5,2008,COD,Abnorml,train,19.45614243675775,1.0,0,1,92,58
458,20,RL,4.400603020246817,10.882339852663634,Pave,None,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,7.018401799069201,Unf,0.0,5.517452896464707,7.21890970761906,GasA,Ex,Y,SBrkr,7.416979621381154,0.0,0.0,7.416979621381154,1.0,0.0,1,0,2,0.6931471805599453,Gd,1.9459101490553132,Min1,2,Gd,Attchd,7.578145472419466,Fin,2.0,529.0,TA,TA,Y,5.41610040220442,4.927253685157205,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2008,WD,Normal,train,14.635889329000214,2.0,0,1,54,14
459,70,RM,4.110873864173311,8.537191877922927,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.3784261836515865,6.3784261836515865,GasA,Fa,Y,SBrkr,6.726233402358747,6.726233402358747,0.0,7.418780882750794,0.0,0.0,1,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Gd,Detchd,7.563200592358071,Unf,1.0,228.0,TA,TA,Y,5.262690188904886,4.1588830833596715,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6,2008,WD,Normal,train,19.83089298836908,1.0,0,1,83,12
460,50,RL,3.9512437185814275,8.855948534052018,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,5.087596335232384,TA,TA,CBlock,TA,TA,No,LwQ,5.225746673713202,Unf,0.0,6.263398262591624,6.565264970035361,GasA,TA,Y,SBrkr,6.887552571664617,5.41610040220442,0.0,7.093404625868766,1.0,0.0,1,0,3,0.6931471805599453,Gd,1.791759469228055,Typ,1,TA,Detchd,7.576097340623111,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,5.517452896464707,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,18.8689179439044,2.0,0,0,59,59
461,60,FV,4.330733340286331,8.987821625430815,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4.709530201312334,Gd,TA,PConc,Gd,TA,No,GLQ,6.300785794663244,Unf,0.0,5.666426688112432,6.725033642166843,GasA,Ex,Y,SBrkr,6.725033642166843,7.00669522683704,0.0,7.568379267836522,1.0,0.0,2,1,3,0.6931471805599453,TA,2.1972245773362196,Typ,0,None,BuiltIn,7.605890001053122,Fin,2.0,552.0,TA,TA,Y,0.0,5.017279836814924,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,New,Partial,train,20.456762511170727,3.5,0,0,0,0
